wid,predicted_category
59,enjoy_the_moment
4201,bonding
8730,achievement
13109,affection
11442,enjoy_the_moment
2002,achievement
1205,achievement
1569,leisure
12669,achievement
10379,affection
10917,achievement
1300,achievement
274,achievement
281,bonding
385,bonding
1887,achievement
6635,achievement
5023,bonding
876,bonding
4180,affection
1852,achievement
851,achievement
1531,enjoy_the_moment
493,affection
3101,enjoy_the_moment
2543,enjoy_the_moment
1465,enjoy_the_moment
4757,achievement
815,nature
10581,achievement
1462,achievement
13296,bonding
7087,achievement
56,enjoy_the_moment
1777,enjoy_the_moment
9414,bonding
1337,enjoy_the_moment
1390,bonding
4207,achievement
8784,enjoy_the_moment
940,bonding
5976,achievement
3122,affection
3219,affection
3175,affection
3263,affection
2441,achievement
220,achievement
1147,enjoy_the_moment
231,achievement
1890,affection
366,leisure
2480,leisure
806,enjoy_the_moment
2554,achievement
2832,achievement
5168,enjoy_the_moment
484,affection
3399,affection
584,leisure
748,achievement
213,affection
395,achievement
7111,achievement
596,affection
9247,achievement
885,enjoy_the_moment
1342,achievement
111,affection
513,affection
10132,affection
444,achievement
10891,nature
445,achievement
467,achievement
10821,enjoy_the_moment
9287,bonding
1203,achievement
183,affection
4617,affection
13509,achievement
8983,affection
320,affection
2569,bonding
186,bonding
8830,enjoy_the_moment
11218,affection
1523,affection
2457,achievement
4530,achievement
2588,affection
356,enjoy_the_moment
438,enjoy_the_moment
301,leisure
8550,achievement
844,enjoy_the_moment
11797,bonding
12152,achievement
3440,achievement
1314,enjoy_the_moment
8450,leisure
759,enjoy_the_moment
5,affection
11730,affection
145,bonding
1058,achievement
230,achievement
2706,achievement
7413,enjoy_the_moment
9612,enjoy_the_moment
66,enjoy_the_moment
1286,affection
3204,leisure
2523,bonding
1889,achievement
10015,achievement
12298,achievement
211,achievement
2132,bonding
13537,achievement
9313,nature
12097,affection
113,enjoy_the_moment
387,achievement
8669,achievement
3528,bonding
1216,achievement
4028,affection
5410,affection
73,achievement
3482,affection
9334,affection
10867,bonding
13127,affection
677,affection
11193,enjoy_the_moment
9190,affection
2201,achievement
8282,bonding
10342,achievement
80,achievement
4661,affection
13506,enjoy_the_moment
323,nature
440,achievement
2194,affection
3173,enjoy_the_moment
708,achievement
3165,achievement
1980,affection
5244,affection
10648,affection
1559,enjoy_the_moment
633,achievement
1162,achievement
1052,achievement
3022,achievement
12417,leisure
63,achievement
10399,affection
30,affection
7366,bonding
10175,affection
1,affection
719,affection
2896,affection
175,affection
11102,affection
11291,affection
1341,enjoy_the_moment
8065,affection
24,bonding
4454,affection
8276,enjoy_the_moment
8411,bonding
2736,affection
2750,affection
2090,leisure
5349,achievement
246,achievement
47,achievement
4431,leisure
7,affection
127,achievement
1933,affection
6363,affection
510,leisure
343,achievement
499,bonding
7519,achievement
4864,affection
650,achievement
841,achievement
11494,achievement
1764,affection
204,achievement
10283,enjoy_the_moment
532,achievement
11436,affection
1372,bonding
590,achievement
1779,affection
820,leisure
6606,affection
8958,leisure
120,enjoy_the_moment
1596,achievement
2270,achievement
12180,enjoy_the_moment
997,achievement
4881,enjoy_the_moment
7431,enjoy_the_moment
5768,bonding
11535,achievement
1256,achievement
1613,achievement
1192,achievement
156,affection
401,achievement
10570,achievement
4195,affection
8076,affection
143,affection
7424,bonding
46,bonding
329,enjoy_the_moment
5371,achievement
12935,bonding
2093,achievement
8183,affection
2807,achievement
2609,affection
5731,enjoy_the_moment
1228,enjoy_the_moment
9493,affection
3138,achievement
390,affection
267,affection
1503,affection
12922,affection
1116,enjoy_the_moment
12981,affection
13038,enjoy_the_moment
1035,achievement
1082,affection
2655,achievement
2513,achievement
7503,achievement
1247,bonding
720,bonding
2023,achievement
755,achievement
9586,achievement
36,leisure
964,nature
4624,leisure
6663,affection
7095,achievement
5465,bonding
6702,affection
685,achievement
3497,achievement
2301,enjoy_the_moment
12624,affection
200,enjoy_the_moment
8075,achievement
1389,bonding
2099,affection
2459,bonding
2288,affection
1538,nature
11678,bonding
109,bonding
9774,achievement
3013,enjoy_the_moment
411,affection
11398,achievement
4816,leisure
1302,affection
4147,achievement
1886,leisure
1009,affection
1091,leisure
533,nature
572,achievement
10613,affection
13198,affection
3662,enjoy_the_moment
1684,achievement
336,affection
879,nature
1993,achievement
6099,bonding
152,affection
6915,achievement
8765,achievement
1599,achievement
1068,achievement
9397,bonding
285,nature
1383,leisure
5577,bonding
7535,bonding
2317,bonding
713,achievement
4972,affection
4389,affection
4326,leisure
5496,leisure
797,achievement
618,achievement
1460,achievement
1350,enjoy_the_moment
920,bonding
2607,achievement
6850,enjoy_the_moment
117,affection
6180,enjoy_the_moment
2619,leisure
2409,enjoy_the_moment
521,enjoy_the_moment
12473,achievement
8368,affection
9126,affection
42,achievement
6985,achievement
8560,affection
974,achievement
8395,achievement
5588,nature
436,achievement
741,achievement
11531,achievement
64,affection
4469,leisure
808,achievement
7084,achievement
8435,enjoy_the_moment
1958,achievement
413,leisure
11,leisure
12724,affection
326,affection
7661,bonding
13715,leisure
9877,achievement
6406,bonding
8580,affection
12943,bonding
3274,enjoy_the_moment
10506,affection
5123,achievement
4,leisure
6878,affection
1705,affection
744,affection
258,enjoy_the_moment
10635,bonding
5593,affection
408,affection
7047,leisure
2339,enjoy_the_moment
4830,affection
11964,achievement
607,achievement
11134,exercise
1952,achievement
9,achievement
86,achievement
2666,affection
429,achievement
1991,enjoy_the_moment
5053,affection
4710,enjoy_the_moment
3153,achievement
1031,affection
5360,affection
9650,affection
1222,achievement
5192,leisure
2154,nature
176,affection
13064,affection
3773,enjoy_the_moment
3179,achievement
6297,leisure
2334,affection
10596,achievement
13816,affection
3314,affection
5874,bonding
1050,achievement
1506,affection
4590,affection
652,achievement
11479,affection
6217,enjoy_the_moment
2302,bonding
11663,affection
2391,achievement
9237,achievement
552,affection
557,achievement
1348,enjoy_the_moment
1022,leisure
49,achievement
7058,achievement
121,achievement
91,nature
8186,affection
11798,bonding
8285,achievement
7110,achievement
2291,bonding
1368,enjoy_the_moment
10473,leisure
715,leisure
370,achievement
3092,achievement
10823,affection
989,leisure
1074,affection
94,enjoy_the_moment
2130,exercise
2219,achievement
1998,exercise
10064,affection
2307,affection
870,achievement
44,leisure
5618,enjoy_the_moment
11029,affection
139,bonding
505,achievement
4227,achievement
205,enjoy_the_moment
2088,achievement
4484,bonding
897,affection
1291,achievement
631,leisure
380,achievement
7623,enjoy_the_moment
1417,affection
3982,affection
3148,affection
11303,affection
861,affection
8431,affection
6046,achievement
8667,bonding
1398,affection
2361,achievement
1498,affection
523,achievement
9434,affection
403,nature
12738,enjoy_the_moment
1392,nature
2346,bonding
5919,achievement
839,achievement
208,achievement
765,leisure
2786,achievement
8470,achievement
10158,achievement
2594,affection
1358,achievement
11274,affection
11811,affection
12792,affection
13070,enjoy_the_moment
2267,achievement
645,affection
8993,affection
9450,leisure
11950,bonding
8248,achievement
4069,affection
287,achievement
3532,nature
5962,affection
3587,affection
2062,achievement
2111,affection
8927,nature
838,leisure
9846,affection
549,achievement
353,bonding
4655,affection
169,leisure
13757,achievement
123,achievement
12179,bonding
4819,achievement
7306,bonding
7463,affection
262,enjoy_the_moment
4067,leisure
1287,achievement
7244,bonding
3188,achievement
226,achievement
78,achievement
2079,achievement
1308,achievement
356,achievement
4248,affection
9382,achievement
2214,achievement
1084,affection
7189,leisure
3204,affection
71,bonding
57,affection
1307,bonding
266,affection
65,enjoy_the_moment
318,enjoy_the_moment
215,achievement
820,affection
901,affection
5641,bonding
2192,affection
530,affection
3,bonding
1778,affection
7835,achievement
1322,affection
144,enjoy_the_moment
36,leisure
21,bonding
716,affection
694,affection
2924,bonding
734,affection
712,bonding
427,enjoy_the_moment
75,affection
1761,affection
45,achievement
963,affection
2379,enjoy_the_moment
2588,achievement
4,enjoy_the_moment
9128,achievement
5821,affection
439,achievement
12411,affection
780,bonding
818,affection
1023,bonding
476,affection
13404,achievement
941,achievement
5300,enjoy_the_moment
2604,bonding
813,achievement
1014,enjoy_the_moment
4857,affection
499,achievement
613,leisure
758,bonding
821,bonding
56,achievement
6131,achievement
3581,achievement
498,achievement
8256,achievement
749,bonding
610,affection
7400,affection
9882,achievement
479,affection
7394,bonding
3009,achievement
10980,affection
6493,affection
2511,achievement
12831,affection
1173,bonding
1694,leisure
1373,bonding
1140,bonding
89,achievement
1032,affection
6563,achievement
1756,enjoy_the_moment
1367,affection
582,achievement
6769,achievement
9984,affection
2166,achievement
1124,bonding
790,achievement
10467,enjoy_the_moment
1547,bonding
535,affection
7691,achievement
12139,enjoy_the_moment
7,enjoy_the_moment
11221,affection
2844,achievement
965,affection
1523,affection
12,affection
357,achievement
27,affection
19,affection
1384,bonding
2724,leisure
10,bonding
119,affection
8824,leisure
7310,affection
824,leisure
2838,achievement
1030,bonding
2260,affection
77,enjoy_the_moment
2,affection
13368,achievement
1123,achievement
12947,achievement
994,enjoy_the_moment
1589,affection
1549,enjoy_the_moment
360,achievement
1894,achievement
9402,enjoy_the_moment
1413,bonding
9043,achievement
194,enjoy_the_moment
2822,achievement
8224,affection
116,leisure
142,affection
3034,enjoy_the_moment
7727,affection
868,leisure
172,leisure
164,leisure
155,leisure
1515,leisure
282,affection
192,leisure
344,affection
294,affection
222,leisure
11509,achievement
1928,achievement
362,affection
182,leisure
191,leisure
368,affection
12704,enjoy_the_moment
82,leisure
495,achievement
322,affection
10497,achievement
507,bonding
386,affection
315,affection
8837,affection
739,affection
1744,leisure
1264,leisure
570,achievement
346,affection
364,affection
416,affection
10595,enjoy_the_moment
912,affection
426,affection
321,affection
304,affection
5266,affection
4954,affection
1504,bonding
773,affection
378,affection
2902,bonding
503,nature
335,affection
663,enjoy_the_moment
348,affection
2885,affection
352,affection
363,affection
307,affection
849,affection
313,affection
358,affection
605,achievement
52,achievement
2696,enjoy_the_moment
2812,enjoy_the_moment
399,leisure
481,leisure
488,affection
249,affection
10479,affection
904,affection
5839,affection
13010,achievement
102,achievement
3079,achievement
4910,achievement
1546,bonding
216,achievement
666,affection
700,achievement
13675,enjoy_the_moment
